chinese,thai_meaning,category,hsk_level
勿,"อย่า, ห้าม",,hsk7
物体,"วัตถุ, สิ่งของ",,hsk7
物证,หลักฐานทางวัตถุ,,hsk7
物资,"วัตถุดิบ, ทรัพยากร",,hsk7
误差,"ข้อผิดพลาด, ความคลาดเคลื่อน",,hsk7
误导,"ทำให้เข้าใจผิด, ชักนำไปในทางที่ผิด",,hsk7
误区,"กับดัก, ข้อผิดพลาด",,hsk7
雾,"หมอก, ควัน",,hsk7
务实,"เน้นการปฏิบัติ, เป็นรูปธรรม",,hsk7
吸纳,"ดูดซับ, รับเข้ามา",,hsk7
吸取,"ดูดซับ, เรียนรู้",,hsk7
昔日,"อดีต, วันวาน",,hsk7
稀,"เจือจาง, เบาบาง",,hsk7
稀奇,"แปลก, พิสดาร",,hsk7
稀少,"หายาก, มีน้อย",,hsk7
锡,ดีบุก,,hsk7
熄火,"ดับไฟ, ดับเครื่องยนต์",,hsk7
熙熙攘攘,"จอแจ, คึกคัก",,hsk7
嬉笑,"หัวเราะ, เล่นสนุก",,hsk7
习俗,"ประเพณี, วัฒนธรรม",,hsk7
席,"ที่นั่ง, ที่ว่าง",,hsk7
席位,"ที่นั่ง, ตำแหน่ง",,hsk7
袭击,"โจมตี, จู่โจม",,hsk7
媳妇,ลูกสะใภ้,,hsk7
洗涤剂,"ผงซักฟอก, น้ำยาทำความสะอาด",,hsk7
洗礼,"พิธีล้างบาป, การชำระล้าง",,hsk7
喜出望外,"ดีใจจนเกินคาด, ดีใจสุดขีด",,hsk7
喜好,"ความชอบ, รสนิยม",,hsk7
喜酒,งานเลี้ยงฉลองแต่งงาน,,hsk7
喜怒哀乐,"อารมณ์, ความรู้สึก",,hsk7
喜庆,"รื่นเริง, เฉลิมฉลอง",,hsk7
喜事,"งานมงคล, ข่าวดี",,hsk7
喜糖,"ขนมแต่งงาน, ของขวัญแต่งงาน",,hsk7
喜洋洋,"ร่าเริง, สดใส",,hsk7
喜悦,"ความสุข, ความยินดี",,hsk7
细腻,"ละเอียด, ประณีต",,hsk7
细微,"เล็กน้อย, จิ๋ว",,hsk7
细心,"รอบคอบ, ใส่ใจ",,hsk7
息息相关,เกี่ยวข้องกันอย่างใกล้ชิด,,hsk7
侠义,"ความยุติธรรม, ความกล้าหาญ",,hsk7
峡谷,"หุบเขา, ช่องเขา",,hsk7
狭隘,"แคบ, จำกัด",,hsk7
狭小,"เล็ก, แคบ",,hsk7
狭窄,"แคบ, คับแคบ",,hsk7
下场,"ผลลัพธ์, จุดจบ",,hsk7
下调,"ลดลง, ปรับลด",,hsk7
下跌,"ลดลง, ตกต่ำ",,hsk7
下岗,"ถูกเลิกจ้าง, ตกงาน",,hsk7
下功夫,"ใช้ความพยายาม, ทุ่มเท",,hsk7
下海,"เข้าสู่ธุรกิจ, เริ่มต้นใหม่",,hsk7
下级,"ระดับต่ำ, ผู้ใต้บังคับบัญชา",,hsk7
下决心,"ตัดสินใจ, ตั้งใจแน่วแน่",,hsk7
下令,"ออกคำสั่ง, บัญชา",,hsk7
下落,"ร่องรอย, ที่อยู่",,hsk7
下期,"ฉบับต่อไป, งวดหน้า",,hsk7
下棋,เล่นหมากรุก,,hsk7
下山,ลงเขา,,hsk7
下手,"ลงมือทำ, เริ่มต้น",,hsk7
下属,"ลูกน้อง, ผู้ใต้บังคับบัญชา",,hsk7
下台,"ลงจากเวที, ลาออก",,hsk7
下乡,"ไปชนบท, ไปต่างจังหวัด",,hsk7
下旬,สิบวันแรกของเดือน,,hsk7
下一代,"รุ่นต่อไป, คนรุ่นหลัง",,hsk7
下意识,"โดยไม่รู้ตัว, โดยสัญชาตญาณ",,hsk7
下游,"ปลายน้ำ, ส่วนท้าย",,hsk7
下坠,"ร่วงหล่น, ตกลงมา",,hsk7
吓唬,"ขู่, ทำให้กลัว",,hsk7
吓人,"น่ากลัว, น่าสะพรึงกลัว",,hsk7
夏令营,ค่ายฤดูร้อน,,hsk7
先例,"แบบอย่าง, บรรทัดฐาน",,hsk7
先天,"แต่กำเนิด, โดยธรรมชาติ",,hsk7
纤维,เส้นใย,,hsk7
掀,"ยก, เปิดออก",,hsk7
掀起,"ก่อให้เกิด, จุดประกาย",,hsk7
鲜活,"สด, ใหม่",,hsk7
鲜美,"อร่อย, มีรสชาติ",,hsk7
鲜血,เลือดสด,,hsk7
弦,"สาย, เส้น",,hsk7
衔接,"เชื่อมต่อ, ประสาน",,hsk7
嫌弃,"รังเกียจ, ดูถูก",,hsk7
显而易见,"เห็นได้ชัด, แจ่มแจ้ง",,hsk7
显赫,"โดดเด่น, มีชื่อเสียง",,hsk7
显示器,"จอภาพ, หน้าจอ",,hsk7
显现,"ปรากฏ, แสดงให้เห็น",,hsk7
现成,"สำเร็จรูป, พร้อมใช้",,hsk7
现任,"ปัจจุบัน, ดำรงตำแหน่ง",,hsk7
现行,"มีผลบังคับใช้, ปัจจุบัน",,hsk7
线条,"เส้น, ลายเส้น",,hsk7
限,"จำกัด, กำหนด",,hsk7
限定,"จำกัด, กำหนด",,hsk7
限度,"ขีดจำกัด, ขอบเขต",,hsk7
限于,"จำกัดอยู่เพียง, เฉพาะ",,hsk7
宪法,รัฐธรรมนูญ,,hsk7
陷,"ติด, จม",,hsk7
馅儿,ไส้ (ขนม),,hsk7
献血,บริจาคเลือด,,hsk7
腺,ต่อม,,hsk7
仙鹤,นกกระเรียน,,hsk7
仙女,นางฟ้า,,hsk7
乡亲,"ชาวบ้าน, ผู้คนในหมู่บ้าน",,hsk7
乡下,"ชนบท, ต่างจังหวัด",,hsk7
相伴,"เคียงข้าง, อยู่เป็นเพื่อน",,hsk7
相比之下,เมื่อเทียบกันแล้ว,,hsk7
相差,"ความแตกต่าง, ส่วนต่าง",,hsk7
相传,เล่าสืบต่อกันมา,,hsk7
相当于,"เทียบเท่ากับ, เท่ากับ",,hsk7
相对而言,"เมื่อเทียบเป็นรายบุคคล, โดยเปรียบเทียบ",,hsk7
相辅相成,ส่งเสริมซึ่งกันและกัน,,hsk7
相继,"ต่อเนื่องกัน, ตามลำดับ",,hsk7
相连,"เชื่อมต่อกัน, ติดต่อกัน",,hsk7
相识,รู้จักกัน,,hsk7
相提并论,นำมาเปรียบเทียบกัน,,hsk7
相通,"เชื่อมโยงถึงกัน, เข้าใจกัน",,hsk7
相依为命,พึ่งพาอาศัยกัน,,hsk7
相遇,"พบกัน, บังเอิญพบกัน",,hsk7
相约,"นัดหมาย, นัดพบ",,hsk7
香料,เครื่องเทศ,,hsk7
香水,น้ำหอม,,hsk7
香味,กลิ่นหอม,,hsk7
香烟,บุหรี่,,hsk7
香油,น้ำมันงา,,hsk7
镶,"ฝัง, ประดับ",,hsk7
镶嵌,"ฝัง, ประดับ, ฝังประดับ",,hsk7
详尽,"ละเอียด, ถี่ถ้วน",,hsk7
祥和,"สงบสุข, ร่มเย็น",,hsk7
享,"ได้รับ, เสวย, มี",,hsk7
享有,"ได้รับ, มีสิทธิ์",,hsk7
响亮,"เสียงดัง, กึกก้อง",,hsk7
响起,"ดังขึ้น, ส่งเสียง",,hsk7
响应,"ตอบสนอง, ตอบรับ",,hsk7
想方设法,พยายามทุกวิถีทาง,,hsk7
向来,"เสมอมา, ตลอดมา",,hsk7
向往,"ปรารถนา, ใฝ่ฝัน",,hsk7
向着,"มุ่งหน้าสู่, ไปทาง",,hsk7
项链,สร้อยคอ,,hsk7
像样,"เหมาะสม, พอใช้ได้",,hsk7
橡胶,ยาง,,hsk7
消,"ดับ, สลาย, ลดลง",,hsk7
消沉,"หดหู่, ซึมเศร้า",,hsk7
消遣,"พักผ่อนหย่อนใจ, แก้เบื่อ",,hsk7
萧条,"ซบเซา, เงียบเหงา",,hsk7
销,"ขาย, ทำลาย",,hsk7
销毁,"ทำลาย, เผาทำลาย",,hsk7
销量,ยอดขาย,,hsk7
潇洒,"สง่างาม, คล่องแคล่ว",,hsk7
小丑,ตัวตลก,,hsk7
小贩,"พ่อค้าเร่, แผงลอย",,hsk7
小康,"พอมีพอกิน, อยู่ดีกินดี",,hsk7
小路,"ทางเล็กๆ, ตรอก",,hsk7
小品,"บทละครสั้น, การแสดงตลก",,hsk7
小曲,"เพลงพื้นบ้าน, เพลงสั้นๆ",,hsk7
小人,"คนพาล, คนไม่ดี",,hsk7
小提琴,ไวโอลิน,,hsk7
小溪,ลำธารเล็กๆ,,hsk7
小心翼翼,ระมัดระวังอย่างยิ่ง,,hsk7
小卒,"เบี้ยล่าง, พลทหาร",,hsk7
孝敬,"แสดงความเคารพ, บำรุงเลี้ยง",,hsk7
孝顺,กตัญญู,,hsk7
肖像,"ภาพเหมือน, รูปเหมือน",,hsk7
效仿,เลียนแบบ,,hsk7
效力,"ประสิทธิภาพ, พลัง",,hsk7
效益,"ผลกำไร, ประโยชน์",,hsk7
效应,"ผลกระทบ, ผลลัพธ์",,hsk7
协定,"ข้อตกลง, สนธิสัญญา",,hsk7
协同,"ร่วมมือกัน, ประสานงาน",,hsk7
协作,"ความร่วมมือ, การทำงานร่วมกัน",,hsk7
邪,"ชั่วร้าย, อัปมงคล",,hsk7
邪恶,"ชั่วร้าย, เลวทราม",,hsk7
挟持,"จับเป็นตัวประกัน, บังคับ",,hsk7
携带,"พกพา, นำพา",,hsk7
携手,จับมือกัน,,hsk7
写照,"ภาพสะท้อน, การพรรณนา",,hsk7
泄,"รั่ว, ไหลออก",,hsk7
泄漏,"รั่วไหล, ซึม",,hsk7
泄密,เปิดเผยความลับ,,hsk7
泄气,"หมดกำลังใจ, ท้อแท้",,hsk7
泻,"ไหล, เท",,hsk7
卸,"ถอด, ปลด, ขนถ่าย",,hsk7
心爱,"ที่รัก, อันเป็นที่รัก",,hsk7
心安理得,"สบายใจ, ไม่รู้สึกผิด",,hsk7
心病,"ความเจ็บป่วยทางใจ, ปัญหาใจ",,hsk7
心肠,"จิตใจ, อารมณ์",,hsk7
心得,"ประสบการณ์, ความรู้ที่ได้มา",,hsk7
心慌,"ใจสั่น, วิตกกังวล",,hsk7
心急如焚,"ร้อนใจมาก, กระวนกระวาย",,hsk7
心里话,"ความในใจ, สิ่งที่อยากจะพูด",,hsk7
心灵手巧,"มีฝีมือ, ชำนาญ",,hsk7
心目,"ในใจ, ในความคิด",,hsk7
心声,"ความรู้สึกจากใจ, ความคิดในใจ",,hsk7
心事,"ความกังวล, เรื่องที่อยู่ในใจ",,hsk7
心思,"ความคิด, จิตใจ",,hsk7
心酸,"ขมขื่น, เศร้าใจ",,hsk7
心胸,"ใจกว้าง, ความคิดกว้างขวาง",,hsk7
心血,"เลือดเนื้อ, ความพยายามอย่างหนัก",,hsk7
心眼儿,"เล่ห์เหลี่ยม, ความคิด",,hsk7
心意,"ความตั้งใจ, ความรู้สึก",,hsk7
芯片,ชิป,,hsk7
辛勤,"ขยันหมั่นเพียร, ทุ่มเท",,hsk7
辛酸,"ขมขื่น, น่าสงสาร",,hsk7
欣慰,"ยินดี, พอใจ",,hsk7
欣喜,"ยินดี, ดีใจ",,hsk7
欣欣向荣,"เจริญรุ่งเรือง, เฟื่องฟู",,hsk7
新潮,"ทันสมัย, ล้ำยุค",,hsk7
新陈代谢,"การเผาผลาญ, การเปลี่ยนแปลง",,hsk7
新房,บ้านใหม่,,hsk7
新款,"รุ่นใหม่, แบบใหม่",,hsk7
新奇,"แปลกใหม่, น่าสนใจ",,hsk7
新生,"เกิดใหม่, สดใหม่",,hsk7
新式,"รูปแบบใหม่, สไตล์ใหม่",,hsk7
新手,"มือใหม่, ผู้เริ่มต้น",,hsk7
新颖,"แปลกใหม่, สดใส",,hsk7
信贷,สินเชื่อ,,hsk7
信件,จดหมาย,,hsk7
信赖,"ไว้วางใจ, เชื่อใจ",,hsk7
信誉,"ชื่อเสียง, ความน่าเชื่อถือ",,hsk7
星座,กลุ่มดาว,,hsk7
猩猩,ลิงอุรังอุตัง,,hsk7
腥,"คาว, มีกลิ่นคาว",,hsk7
刑法,กฎหมายอาญา,,hsk7
行家,"ผู้เชี่ยวชาญ, มืออาชีพ",,hsk7
行列,"แถว, แนว",,hsk7
行情,"ราคาตลาด, สถานการณ์ตลาด",,hsk7
行使,"ใช้สิทธิ์, ใช้อำนาจ",,hsk7
行政,"การบริหาร, ฝ่ายบริหาร",,hsk7
行走,"เดิน, เคลื่อนที่",,hsk7
形形色色,"หลากหลายรูปแบบ, สารพัด",,hsk7
形影不离,"ไม่เคยห่างกัน, ติดตามกันตลอด",,hsk7
醒来,ตื่นนอน,,hsk7
醒目,"สะดุดตา, โดดเด่น",,hsk7
醒悟,"ตระหนักได้, เข้าใจ",,hsk7
兴奋剂,สารกระตุ้น,,hsk7
兴高采烈,"รื่นเริง, สนุกสนาน",,hsk7
兴建,"สร้าง, ก่อสร้าง",,hsk7
兴起,"เกิดขึ้น, เริ่มต้น",,hsk7
兴致,"ความสนใจ, ความเพลิดเพลิน",,hsk7
姓氏,นามสกุล,,hsk7
幸存,รอดชีวิต,,hsk7
幸好,โชคดีที่,,hsk7
幸亏,โชคดีที่,,hsk7
性价比,ความคุ้มค่า,,hsk7
性命,ชีวิต,,hsk7
凶残,"โหดร้าย, ทารุณ",,hsk7
凶狠,"ดุร้าย, โหดเหี้ยม",,hsk7
凶猛,"ดุร้าย, น่ากลัว",,hsk7
汹涌,"เชี่ยวกราก, รุนแรง",,hsk7
胸膛,"หน้าอก, ทรวงอก",,hsk7
胸有成竹,"มั่นใจ, มีแผนการที่ดี",,hsk7
雄厚,"มั่งคั่ง, ร่ำรวย",,hsk7
休克,"อาการโคม่า, ช็อก",,hsk7
休眠,"พักผ่อน, ไม่ทำงาน",,hsk7
休想,อย่าหวังว่าจะได้,,hsk7
休养,"พักผ่อน, ฟื้นฟู",,hsk7
修补,ซ่อมแซม,,hsk7
修订,"แก้ไข, ปรับปรุง",,hsk7
修路,สร้างถนน,,hsk7
修长,สูงเพรียว,,hsk7
修正,"แก้ไข, ปรับปรุง",,hsk7
羞愧,"ละอายใจ, รู้สึกผิด",,hsk7
秀丽,"สวยงาม, งดงาม",,hsk7
秀美,"สวยงาม, งดงาม",,hsk7
绣,"ปัก, เย็บปัก",,hsk7
袖手旁观,"นั่งดูเฉยๆ, ไม่ช่วยเหลือ",,hsk7
锈,สนิม,,hsk7
嗅觉,การดมกลิ่น,,hsk7
须,"ต้อง, จำเป็น",,hsk7
虚,"ว่างเปล่า, เท็จ",,hsk7
虚构,"แต่งขึ้น, กุเรื่อง",,hsk7
虚幻,"ลวงตา, ไม่จริง",,hsk7
虚假,"ปลอม, เท็จ",,hsk7
虚拟,"เสมือนจริง, จำลอง",,hsk7
需,"ต้องการ, จำเป็น",,hsk7
徐徐,"ค่อยๆ, ช้าๆ",,hsk7
许,"อนุญาต, อนุญาตให้",,hsk7
许可证,ใบอนุญาต,,hsk7
旭日,พระอาทิตย์ขึ้น,,hsk7
序,"ลำดับ, บท",,hsk7
序幕,"บทนำ, ฉากเปิด",,hsk7
叙述,"เล่า, บรรยาย",,hsk7
续,"ต่อ, สืบต่อ",,hsk7
酗酒,ดื่มเหล้าหนัก,,hsk7
絮叨,"พูดมาก, พร่ำเพรื่อ",,hsk7
宣称,"ประกาศ, อ้าง",,hsk7
宣读,อ่านออกเสียง,,hsk7
宣告,"ประกาศ, แถลงการณ์",,hsk7
宣誓,"สาบาน, ปฏิญาณ",,hsk7
宣泄,"ระบาย, ปลดปล่อย",,hsk7
宣言,"คำประกาศ, แถลงการณ์",,hsk7
宣扬,"เผยแพร่, ประชาสัมพันธ์",,hsk7
喧哗,"เสียงดัง, อึกทึก",,hsk7
喧闹,"เสียงดัง, อึกทึก",,hsk7
玄,"ลึกลับ, ลี้ลับ",,hsk7
玄机,"ความลับ, กลอุบาย",,hsk7
悬挂,"แขวน, ห้อย",,hsk7
悬念,"ความสงสัย, ความตึงเครียด",,hsk7
悬殊,แตกต่างกันมาก,,hsk7
悬崖,หน้าผา,,hsk7
旋律,"ทำนองเพลง, ท่วงทำนอง",,hsk7
旋涡,"กระแสน้ำวน, วังวน",,hsk7
选民,ผู้มีสิทธิ์เลือกตั้ง,,hsk7
选项,"ตัวเลือก, ทางเลือก",,hsk7
选用,เลือกใช้,,hsk7
削,"เหลา, ปอก, ลด",,hsk7
靴子,รองเท้าบูท,,hsk7
穴位,จุดฝังเข็ม,,hsk7
学历,วุฒิการศึกษา,,hsk7
学士,ปริญญาตรี,,hsk7
学说,ทฤษฎี,,hsk7
学堂,"โรงเรียน, สถาบัน",,hsk7
学业,"การเรียน, การศึกษา",,hsk7
学艺,"การเรียนรู้, ทักษะ",,hsk7
学子,"นักเรียน, ผู้มีการศึกษา",,hsk7
雪山,ภูเขาหิมะ,,hsk7
雪上加霜,ซ้ำเติมความทุกข์,,hsk7
血脉,สายเลือด,,hsk7
血栓,"ลิ่มเลือด, ก้อนเลือด",,hsk7
血压,ความดันโลหิต,,hsk7
血缘,"สายเลือด, เชื้อสาย",,hsk7
勋章,"เหรียญตรา, เครื่องราชอิสริยาภรณ์",,hsk7
熏,"รมควัน, อบ",,hsk7
熏陶,"อบรม, สั่งสอน",,hsk7
寻,"ค้นหา, แสวงหา",,hsk7
寻常,"ธรรมดา, ทั่วไป",,hsk7
寻觅,"ค้นหา, แสวงหา",,hsk7
巡逻,ลาดตระเวน,,hsk7
驯,"ฝึก, สอน",,hsk7
循序渐进,"ค่อยเป็นค่อยไป, เป็นขั้นเป็นตอน",,hsk7
逊色,"ด้อยกว่า, สู้ไม่ได้",,hsk7
训,"ฝึก, สอน",,hsk7
丫头,"เด็กผู้หญิง, สาวน้อย",,hsk7
压倒,"เอาชนะ, กดทับ",,hsk7
压缩,"บีบอัด, ย่อ",,hsk7
压抑,"กดขี่, อึดอัด",,hsk7
压制,"ยับยั้ง, ควบคุม",,hsk7
押,"จำนำ, วางเงินประกัน",,hsk7
鸦雀无声,"เงียบกริบ, ไม่มีเสียง",,hsk7
芽,"หน่อ, ตา",,hsk7
哑,"เป็นใบ้, เสียงแหบ",,hsk7
烟囱,ปล่องไฟ,,hsk7
烟火,"ดอกไม้ไฟ, พลุ",,hsk7
淹,"ท่วม, จมน้ำ",,hsk7
延,"ยืด, ขยาย",,hsk7
延缓,"ชะลอ, เลื่อน",,hsk7
延误,"ล่าช้า, ล่าช้า",,hsk7
严谨,"เข้มงวด, ละเอียด",,hsk7
严禁,ห้ามเด็ดขาด,,hsk7
严峻,"รุนแรง, เคร่งเครียด",,hsk7
严密,"แน่นหนา, รัดกุม",,hsk7
言辞,"คำพูด, ถ้อยคำ",,hsk7
言论,"ความคิดเห็น, วาทกรรม",,hsk7
言行,คำพูดและการกระทำ,,hsk7
岩石,"หิน, โขดหิน",,hsk7
沿岸,"ชายฝั่ง, ริมฝั่ง",,hsk7
沿途,"ตามทาง, ตลอดทาง",,hsk7
沿线,"ตามแนว, ตามเส้นทาง",,hsk7
炎热,ร้อนจัด,,hsk7
炎症,การอักเสบ,,hsk7
阎王,"พญายม, เจ้าแห่งนรก",,hsk7
衍生,"แตกหน่อ, เกิดขึ้น",,hsk7
掩盖,"ปกปิด, ซ่อนเร้น",,hsk7
掩护,"คุ้มกัน, ป้องกัน",,hsk7
掩饰,"แสร้งทำ, ปิดบัง",,hsk7
眼界,"วิสัยทัศน์, ขอบเขต",,hsk7
眼色,"การแสดงออกทางสายตา, สัญญาณ",,hsk7
眼神,"แววตา, สายตา",,hsk7
眼下,"ตอนนี้, ขณะนี้",,hsk7
演变,"วิวัฒนาการ, เปลี่ยนแปลง",,hsk7
演播室,"ห้องส่ง, สตูดิโอ",,hsk7
演技,"การแสดง, ฝีมือการแสดง",,hsk7
演练,"ฝึกซ้อม, ซ้อมรบ",,hsk7
演示,"สาธิต, แสดงให้ดู",,hsk7
演说,"การกล่าวสุนทรพจน์, การปราศรัย",,hsk7
演习,"การฝึกซ้อม, การซ้อมรบ",,hsk7
演戏,"การแสดงละคร, การแสดง",,hsk7
演艺圈,วงการบันเทิง,,hsk7
演绎,"ตีความ, แสดง",,hsk7
厌烦,"เบื่อหน่าย, รำคาญ",,hsk7
厌倦,"เบื่อ, เอือมระอา",,hsk7
咽,"กลืน, คอ",,hsk7
验,"ตรวจสอบ, ทดสอบ",,hsk7
验收,"การตรวจสอบ, การรับรอง",,hsk7
验证,"การพิสูจน์, การยืนยัน",,hsk7
焰火,"ดอกไม้ไฟ, พลุ",,hsk7
燕子,นกนางแอ่น,,hsk7
秧歌,"รำวง, เพลงพื้นบ้าน",,hsk7
扬,"ยก, ชู, แผ่",,hsk7
阳性,"เชิงบวก, ด้านบวก",,hsk7
杨树,ต้นป็อปลา,,hsk7
洋溢,"เปี่ยมล้น, เต็มไปด้วย",,hsk7
养活,"เลี้ยงดู, ดูแล",,hsk7
养老金,เงินบำนาญ,,hsk7
养老院,สถานดูแลผู้สูงอายุ,,hsk7
养生,"การดูแลสุขภาพ, การบำรุงร่างกาย",,hsk7
养殖,"การเพาะเลี้ยง, การเลี้ยงสัตว์",,hsk7
氧,ออกซิเจน,,hsk7
痒,คัน,,hsk7
样本,"ตัวอย่าง, แบบ",,hsk7
妖怪,"ปีศาจ, ผี",,hsk7
邀,"เชิญ, ชักชวน",,hsk7
窑,"เตาเผา, เตา",,hsk7
摇摆,"แกว่ง, โยก",,hsk7
摇滚,ร็อกแอนด์โรล,,hsk7
摇晃,"เขย่า, โยก",,hsk7
摇篮,"เปล, เปลเด็ก",,hsk7
摇摇欲坠,"สั่นคลอน, ใกล้จะพัง",,hsk7
遥控,รีโมทคอนโทรล,,hsk7
遥远,"ไกล, ห่างไกล",,hsk7
药材,"สมุนไพร, ยา",,hsk7
药方,ใบสั่งยา,,hsk7
要点,"ประเด็นสำคัญ, จุดหลัก",,hsk7
要害,"จุดสำคัญ, จุดอ่อน",,hsk7
要紧,"สำคัญ, เร่งด่วน",,hsk7
要领,"หลักการ, สาระสำคัญ",,hsk7
要强,"ทะเยอทะยาน, ต้องการเป็นที่หนึ่ง",,hsk7
耀眼,"เจิดจ้า, สว่างไสว",,hsk7
也就是说,"กล่าวคือ, หมายความว่า",,hsk7
野餐,ปิกนิก,,hsk7
野炊,ทำอาหารกลางแจ้ง,,hsk7
野外,"กลางแจ้ง, นอกสถานที่",,hsk7
野心,"ความทะเยอทะยาน, ความมุ่งมั่น",,hsk7
野营,ตั้งแคมป์,,hsk7
业,"ธุรกิจ, งาน",,hsk7
业绩,"ผลการดำเนินงาน, ความสำเร็จ",,hsk7
夜班,การทำงานกะกลางคืน,,hsk7
夜市,ตลาดกลางคืน,,hsk7
夜晚,กลางคืน,,hsk7
夜校,โรงเรียนกลางคืน,,hsk7
夜以继日,ทำงานทั้งวันทั้งคืน,,hsk7
夜总会,ไนท์คลับ,,hsk7
液晶,จอแอลซีดี,,hsk7
液体,ของเหลว,,hsk7
一把手,"หัวหน้า, ผู้นำ",,hsk7
一不小心,โดยไม่ตั้งใจ,,hsk7
一成不变,"ไม่เปลี่ยนแปลง, ตายตัว",,hsk7
一筹莫展,"หมดหนทาง, ไม่มีทางออก",,hsk7
一大早,เช้าตรู่,,hsk7
一动不动,"ไม่ขยับ, นิ่งสนิท",,hsk7
一度,"ครั้งหนึ่ง, ช่วงหนึ่ง",,hsk7
一概,"ทั้งหมด, โดยรวม",,hsk7
一概而论,เหมารวม,,hsk7
一干二净,สะอาดหมดจด,,hsk7
一个劲儿,"อย่างต่อเนื่อง, ไม่หยุดหย่อน",,hsk7
一鼓作气,"ทำอย่างเต็มที่, รวดเดียวจบ",,hsk7
一锅粥,"ความยุ่งเหยิง, ความสับสน",,hsk7
一晃,"ชั่วครู่, แวบเดียว",,hsk7
一回事,เรื่องเดียวกัน,,hsk7
一技之长,"ความสามารถพิเศษ, ทักษะเฉพาะตัว",,hsk7
一家人,ครอบครัว,,hsk7
一经,"เมื่อ, หลังจาก",,hsk7
一举,"การกระทำ, การดำเนินการ",,hsk7
一举一动,ทุกการเคลื่อนไหว,,hsk7
一卡通,บัตรเดียว,,hsk7
一揽子,"ชุด, แพ็คเกจ",,hsk7
一连,"ต่อเนื่อง, ติดต่อกัน",,hsk7
一连串,"เป็นชุด, เป็นแถว",,hsk7
一毛不拔,"ไม่เสียสละเลย, ตระหนี่",,hsk7
一面,"ด้านหนึ่ง, ฝ่ายหนึ่ง",,hsk7
一目了然,"เห็นได้ชัดเจน, ชัดเจน",,hsk7
一年到头,ตลอดทั้งปี,,hsk7
一旁,"ข้างๆ, ด้านข้าง",,hsk7
一如既往,"เหมือนเดิม, ไม่เปลี่ยนแปลง",,hsk7
一刹那,"ชั่วขณะ, ชั่วอึดใจ",,hsk7
一声不吭,"ไม่ส่งเสียง, เงียบ",,hsk7
一事无成,ไม่ประสบความสำเร็จเลย,,hsk7
一手,"มือ, ฝีมือ",,hsk7
一瞬间,ชั่วพริบตา,,hsk7
一塌糊涂,"ยุ่งเหยิง, เละเทะ",,hsk7
一体,"เป็นหนึ่งเดียว, รวมเป็นหนึ่ง",,hsk7
一天到晚,ทั้งวันทั้งคืน,,hsk7
一头,"ข้างหนึ่ง, ทิศทางหนึ่ง",,hsk7
一味,"เพียงอย่างเดียว, อย่างเดียว",,hsk7
一无所有,ไม่มีอะไรเลย,,hsk7
一无所知,ไม่รู้อะไรเลย,,hsk7
一系列,"ชุด, ซีรีส์",,hsk7
一线,"แนวหน้า, แถวหน้า",,hsk7
一心,"ตั้งใจ, มุ่งมั่น",,hsk7
一心一意,ตั้งใจแน่วแน่,,hsk7
一言不发,ไม่พูดอะไรเลย,,hsk7
一言一行,ทุกคำพูดและการกระทำ,,hsk7
一眼,"มองเห็น, ชำเลือง",,hsk7
一一,"ทีละอย่าง, อย่างละเอียด",,hsk7
一应俱全,"ครบครัน, สมบูรณ์",,hsk7
一早,ตอนเช้า,,hsk7
一长一短,"ข้อดีข้อเสีย, ความแตกต่าง",,hsk7
一阵,"ครู่หนึ่ง, พักหนึ่ง",,hsk7
伊斯兰教,ศาสนาอิสลาม,,hsk7
衣食住行,เสื้อผ้า อาหาร ที่อยู่อาศัย การเดินทาง,,hsk7
医务,"การแพทย์, การสาธารณสุข",,hsk7
依,"ตาม, ขึ้นอยู่กับ",,hsk7
依托,"พึ่งพา, อาศัย",,hsk7
依依不舍,"อาลัยอาวรณ์, ไม่อยากจากไป",,hsk7
怡然自得,"มีความสุข, สบายใจ",,hsk7
姨,ป้า (ฝ่ายแม่),,hsk7
移交,"ส่งมอบ, โอน",,hsk7
移植,"ปลูกถ่าย, ย้าย",,hsk7
遗留,"ตกค้าง, เหลืออยู่",,hsk7
遗弃,"ถูกทอดทิ้ง, ละทิ้ง",,hsk7
遗体,ร่างไร้วิญญาณ,,hsk7
遗忘,"ลืมเลือน, ลืม",,hsk7
遗物,"สิ่งของที่ทิ้งไว้, ของที่ระลึก",,hsk7
遗愿,ความปรารถนาสุดท้าย,,hsk7
遗址,"ซากปรักหักพัง, โบราณสถาน",,hsk7
遗嘱,พินัยกรรม,,hsk7
疑点,"ข้อสงสัย, จุดที่น่าสงสัย",,hsk7
疑惑,"ความสงสัย, ความกังขา",,hsk7
疑虑,"ความกังวล, ความไม่สบายใจ",,hsk7
以,"เพื่อ, โดยใช้, ด้วย, ตาม, เพราะ, จาก",,hsk7
以免,"เพื่อไม่ให้, ป้องกันไม่ให้",,hsk7
以身作则,"เป็นแบบอย่าง, ทำเป็นตัวอย่าง",,hsk7
以至于,"จนกระทั่ง, ถึงขนาดที่",,hsk7
以致,"ส่งผลให้, เป็นเหตุให้",,hsk7
矣,เป็นคำลงท้ายประโยคแสดงการยืนยันหรือสิ้นสุด,,hsk7
倚,"พิง, อาศัย, พึ่งพา",,hsk7
义工,อาสาสมัคร,,hsk7
议,"อภิปราย, พิจารณา, ออกเสียง",,hsk7
议程,ระเบียบวาระการประชุม,,hsk7
